10.1088/1742-6596/2994/1/012030,2025,Structure and magnetic characteristics of sonochemically synthesised nano-structured ZnFe2O4,14.5,Material - Synthesis,31,Experimentation - Other than just evaluation of the ferrofluid itself,11.5,Material - Ferrite
10.1371/journal.pone.0321099,2025,Ferrofluid droplet generation on a zero-thickness nozzle by a magnetic field using a wedge-shaped functional surface,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",31,Experimentation - Other than just evaluation of the ferrofluid itself,12.5,Material - Droplets/General
10.1103/PhysRevApplied.23.054040,2025,Ferromagnetic nematic suspensions with negative dielectric anisotropy: Competing effects of magnetic and electric fields,14.5,Material - Synthesis,31,Experimentation - Other than just evaluation of the ferrofluid itself,11.5,Material - Nematic/Suspension
10.26782/jmcms.2025.02.00011,2025,"THE INFLUENCE OF MOMENTUM AND CONCENTRATION SLIP BOUNDARY CONDITIONS ON A FERROMAGNETIC DIPOLE WITH RADIATION, THERMOPHORESIS, AND BROWNIAN MOTION",28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,19.0,Material - General
10.1016/j.nanoen.2024.110169,2024,"The exploration of multifunctional liquid robotics with ferrofluids: Fabrication, control, operation and sensing",49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",31,Experimentation - Other than just evaluation of the ferrofluid itself,13.0,Material - General
10.1080/10407782.2024.2393397,2025,Use of electromagnetic field for heat transfer improvement of nanofluid flow over circular pipe with reducer,22,"Computation - Computational Fluid Dynamics, CFD",46,Application - Application and/or implementation of Heat transfer,20.5,Material - Nanofluid
10.1007/s10973-024-13722-3,2024,Exploring the thermal efficiency of Fe3O4–H2O flow in a microchannel under the effects of a magnetic field,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,14.0,Material - Fe3O4-H2O
10.1016/j.jcis.2024.10.017,2025,A versatile multilayer liquid–liquid encapsulation technique,31,Experimentation - Other than just evaluation of the ferrofluid itself,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",15.5,Material - Encapsulation
10.1021/acsomega.4c06483,2025,Tunable Magnetic Order in Fe-Mg Codoped Montmorillonite Nanoclay Interfaced with Amino Acids,28,Computation  - Stability of the material and other,14.5,Material - Synthesis/Intercalation,40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)"
10.1016/j.expthermflusci.2024.111293,2024,Laminar flow and convective heat transfer of ferrofluid in a tube under oscillating magnetic fields: Effect of magnetic phase shift,46,Application - Application and/or implementation of Heat transfer,31,Experimentation - Other than just evaluation of the ferrofluid itself,45,Application - Application and/or implementation of Flow
10.1016/j.ijft.2025.101130,2025,Thermal radiation and thermo-diffusion in Casson-ferrofluid over a magnetized porous surface: RSM analysis,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,26.0,Computation - Porous media
10.1016/j.jmmm.2024.172676,2025,Time-dependent magneto-optical transmission maximization and determination of critical concentration of the delocalization-localization transition,31,Experimentation - Other than just evaluation of the ferrofluid itself,33,Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids,24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc."
10.1016/j.molliq.2024.126020,2024,Experimental method for measuring binodal curves of magnetic fluids exhibiting field-induced magnetic condensation of nanoparticles,31,Experimentation - Other than just evaluation of the ferrofluid itself,28,Computation  - Stability of the material and other,15.5,Material - General/Properties
10.1108/WJE-09-2023-0402,2025,"The effects of thermal radiation, thermal conductivity, and variable viscosity on ferrofluid in porous medium under magnetic field",28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,26.0,Computation - Porous media
10.1007/s00521-024-10041-4,2025,Using PSO and SA for optimizing the retardance in dextran-citrate coated ferrofluids,28,Computation  - Stability of the material and other,14.5,Material - Coating/Synthesis,40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)"
10.1615/SpecialTopicsRevPorousMedia.2024054589,2025,NUMERICAL INVESTIGATION OF THE IMPACT OF MAGNETIC FIELD DEPENDENT VISCOSITY ON DARCY–BRINKMAN FERROMAGNETIC CONVECTION WITH PERMEABLE BOUNDARIES,28,Computation  - Stability of the material and other,26.0,Computation - Porous media,25.5,Computation - Viscosity
10.1007/s40997-025-00836-8,2025,Design and Dynamic Characteristics Research of Fishmouth Shaped Baffle Ferrofluid Micro-Pump,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",31,Experimentation - Other than just evaluation of the ferrofluid itself,45,Application - Application and/or implementation of Flow
10.1002/zamm.70074,2025,Hybridized ferrofluid flow with acute magnetic force over inclined shrinking/stretching surface: Slip conditions cases,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1007/s42417-024-01441-w,2024,Research on the Influence of Mechanical Characteristics of a Ferrofluid Inertial Damper on the Vibration-Damping Performance,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",31,Experimentation - Other than just evaluation of the ferrofluid itself,28,Computation  - Stability of the material and other
10.1016/j.apm.2024.07.031,2024,Molecular dynamics modelling of interacting magnetic nanoparticles for investigating equilibrium and dynamic ensemble properties,28,Computation  - Stability of the material and other,40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)",21,Computation - Simulation
10.1080/17455030.2022.2036866,2025,Flow and heat transfer in radiative MHD dusty-hybrid ferrofluids,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1063/5.0241606,2024,Rheology and magnetorheology of ferrofluid emulsions: Insights into formulation and stability,31,Experimentation - Other than just evaluation of the ferrofluid itself,10.5,"Material - Rheology, Viscosity",15.5,Material - Emulsion
10.1016/j.rineng.2025.105251,2025,Numerical model development analysis for the efficiency of convectively heated radiative ferromagnetic nanoparticles configured by oxytactic moment of microorganisms,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering"
10.1016/j.cma.2025.118018,2025,An unconditionally stable variable time step scheme for two-phase ferrofluid flows,28,Computation  - Stability of the material and other,45,Application - Application and/or implementation of Flow,21,"Computation - Finite Element Analysis, FEA"
10.1007/s10973-024-13986-9,2025,Investigation of micropolar nanofluid using AA7072 alloys under intrinsic polarities: model-based computational analysis,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1016/j.jmmm.2024.172637,2024,Magnetic field effects on the thermal performance of Fe3O4 nanofluids in a forced convection system,46,Application - Application and/or implementation of Heat transfer,31,Experimentation - Other than just evaluation of the ferrofluid itself,28,Computation  - Stability of the material and other
10.1007/s11701-025-02398-y,2025,A ferrofluid-based haptic guidance system for robot-assisted endovascular procedures,40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)",49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",33,Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids
10.26565/2312-4334-2024-4-15,2024,A BIOMAGNETIC COUPLE STRESS FLUID FLOW IN AN ANISOTROPIC POROUS CHANNEL WITH STRETCHING WALLS,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,26.0,Computation - Porous media
10.1016/j.triboint.2024.110148,2024,The sealing pressure variance originated from volume of ferrofluids in magnetic fluid seal,43,"Application - Seals, Bearings, Lubrication",31,Experimentation - Other than just evaluation of the ferrofluid itself,28,Computation  - Stability of the material and other
10.1080/10407782.2023.2292767,2025,Heat and mass transfer phenomenon and aligned entropy generation with simultaneous effect for magnetized ternary nanoparticles induced by ferro and nano-layer fluid flow of porous disk subject to motile microorganisms,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,22.0,"Computation - Computational Fluid Dynamics, CFD"
10.1016/j.expthermflusci.2024.111351,2025,The oscillation of a falling ferrofluid droplet induced by a nonuniform magnetic field,31,Experimentation - Other than just evaluation of the ferrofluid itself,29,"Computation - Magnetic droplets, Spin of droplet",49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering"
10.1063/5.0242089,2024,Vortex structure and control in a lid-driven cavity with magnetic field,28,Computation  - Stability of the material and other,45,Application - Application and/or implementation of Flow,22,"Computation - Computational Fluid Dynamics, CFD"
10.1103/PhysRevE.111.045403,2025,Rheodielectric study of transformer-oil-based ferrofluids,31,Experimentation - Other than just evaluation of the ferrofluid itself,10.5,"Material - Rheology, Viscosity",44,"Application - Geology, Oil-field recovery"
10.1177/14613484251326645,2025,Modeling efficient fractal features to simulate the impact of porosity and viscosity on fluid interfacial stability,28,Computation  - Stability of the material and other,26.0,Computation - Porous media,25.5,Computation - Viscosity
10.1021/acs.langmuir.4c04390,2025,Comprehensive Analysis of the Structural Evolution and Dynamic Mechanical Behavior of Ferrofluids through Coarse-Grained Molecular Dynamics and Experimental Testing,28,Computation  - Stability of the material and other,31,Experimentation - Other than just evaluation of the ferrofluid itself,10.5,"Material - Rheology, Viscosity"
10.1016/j.aej.2025.01.035,2025,Thermal performance of unsteady Blasius Rayleigh Stokes nanofluid flow in a non-Newtonian model driven by a waste discharge concentration,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1103/PhysRevB.111.014438,2025,Thermal Stoner-Wohlfarth model for magnetodynamics of single domain nanoparticles: Implementation and validation,28,Computation  - Stability of the material and other,24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc.",21,Computation - Simulation
10.18311/jmmf/2025/47828,2025,Analytical Study of Nonlinear Behavior and Convection Patterns in Darcy-Brinkman Porous Medium with Maxwell-Cattaneo Ferroconvection,28,Computation  - Stability of the material and other,26.0,Computation - Porous media,46,Application - Application and/or implementation of Heat transfer
10.1016/j.actaastro.2025.01.066,2025,On the feasibility of spherical magnetic liquid mirror telescopes,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",28,Computation  - Stability of the material and other,33,Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids
10.1108/HFF-04-2025-0291,2025,Hydrodynamic and thermosolutal analysis of MHD ternary hybrid nanofluids in BFS configuration: high-order FEM for drag reduction and thermal enhancement,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1021/acs.oprd.4c00459,2025,Nonclogging Liquid-Walled Continuous Flow Reactors,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",31,Experimentation - Other than just evaluation of the ferrofluid itself,45,Application - Application and/or implementation of Flow
10.1080/10402004.2025.2489695,2025,Effect of Magnetic Field on the Anti-Creep and Starvation of Ferrofluids,43,"Application - Seals, Bearings, Lubrication",31,Experimentation - Other than just evaluation of the ferrofluid itself,19.0,Material - General
10.1007/s00396-024-05332-0,2025,Computational study of magnetite-ethylene glycol–water-based hybrid nanofluid dynamics on an exponential shrinking/stretching Riga surface under radiative heat flux,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1016/j.heliyon.2024.e40111,2024,Numerical study of effective parameters on deformation and coalescence of ferrofluid droplets under uniform magnetic field,28,Computation  - Stability of the material and other,29,"Computation - Magnetic droplets, Spin of droplet",45,Application - Application and/or implementation of Flow
10.1021/acs.langmuir.5c00403,2025,Novel Formulation of Ionic Liquid-Based Ferrofluids: Investigation of the Magnetic Properties,14.5,Material - Synthesis,15.5,Material - Ionic Liquid,31,Experimentation - Other than just evaluation of the ferrofluid itself
10.4028/p-S6p9se,2025,Exploring Magnetic Field-Dependent Viscosity of Hybrid Ferrofluid on Elongated Surfaces,28,Computation  - Stability of the material and other,25.5,Computation - Viscosity,40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)"
10.1016/C2023-0-50935-8,2025,Fractional Modeling of Fluid Flow and Transport Phenomena,28,Computation  - Stability of the material and other,45,Application - Application and/or implementation of Flow,16.5,Material - General
10.1007/s12567-025-00601-2,2025,Ferrofluid reaction wheel development and in-orbit verification,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",31,Experimentation - Other than just evaluation of the ferrofluid itself,43,"Application - Seals, Bearings, Lubrication"
10.1021/acsnano.4c16689,2025,Facile Synthesis of Silicone Oil-Based Ferrofluid: Toward Smart Materials and Soft Robots,14.5,Material - Synthesis,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",15.5,Material - Silicone Oil
10.1016/j.csite.2024.105546,2024,Heat transfer optimization in power-law ferrofluids under gravitational and microgravity conditions,46,Application - Application and/or implementation of Heat transfer,28,Computation  - Stability of the material and other,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering"
10.1016/j.matcom.2025.04.034,2025,Phase field-lattice Boltzmann model for axisymmetric two-phase ferrofluid flows,28,Computation  - Stability of the material and other,45,Application - Application and/or implementation of Flow,22,"Computation - Computational Fluid Dynamics, CFD"
10.1080/15567036.2021.1968075,2025,Significance of Magnetic Nano Fluids in Pulsating Heat Pipes–A Review,50,Review,46,Application - Application and/or implementation of Heat transfer,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering"
10.1201/9781003595786-10,2025,Characteristic of Heat-Induced Ferrofluid Flow on a Riga Sensor Plate with the Effect of Viscous Dissipation,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1140/epjs/s11734-024-01307-y,2024,Slow remagnetization of ferrofluids with internal structures,28,Computation  - Stability of the material and other,24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc.",40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)"
10.1016/j.ijft.2024.100997,2025,The significance of magnetized thermal radiation on the magnetohydrodynamic (MHD) behavior of Williamson hybrid ferrofluids over a stretching sheet,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)"
10.1016/j.engappai.2024.109455,2025,Machine learning-driven predictive modeling of magnetohydrodynamic double diffusion of non-Newtonian hybrid ferrofluids with variable thermophysical properties within corrugated cylinders,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,22,"Computation - Computational Fluid Dynamics, CFD"
10.1103/PhysRevE.111.L013301,2025,Discontinuous molecular dynamics simulations in an external field: Application to two-dimensional ferrofluids,28,Computation  - Stability of the material and other,21,Computation - Simulation,24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc."
10.1007/978-981-96-4886-3_53,2025,Optical Properties of SrFe12−xNbxO19 Hexa-Ferrite in Terahertz Range,31,Experimentation - Other than just evaluation of the ferrofluid itself,33,Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids,11.5,Material - Ferrite
10.1016/j.molliq.2025.127406,2025,Local field and deformation of droplets in emulsions,28,Computation  - Stability of the material and other,31,Experimentation - Other than just evaluation of the ferrofluid itself,29,"Computation - Magnetic droplets, Spin of droplet"
10.22075/JHMTR.2024.33841.1554,2025,Magnetic Field Effects on Convective Heat Transfer of Ferrofluid from a Heated Sphere in Porous Media,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,26.0,Computation - Porous media
10.3390/inorganics12120329,2024,Local Energy Minima and Density of Energy Barriers in Dense Clusters of Magnetic Nanoparticles,28,Computation  - Stability of the material and other,24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc.",10.5,"Material - Rheology, Viscosity"
10.1016/j.tsep.2025.103476,2025,Experimental study of magnetic field effect on transient Fe3O4 ferrofluid pool boiling at saturated conditions,46,Application - Application and/or implementation of Heat transfer,31,Experimentation - Other than just evaluation of the ferrofluid itself,13.0,Material - General
10.1021/acs.iecr.4c03410,2025,High-Temperature Ferrofluids Based on Molten Salts,14.5,Material - Synthesis,15.5,Material - Molten Salts,46,Application - Application and/or implementation of Heat transfer
10.1109/TMAG.2025.3564337,2025,Direct Cooling of Stator End-Windings Using Ferrofluids: An Exploratory Experimental Study on Flow Dynamics and Heat Transfer,46,Application - Application and/or implementation of Heat transfer,31,Experimentation - Other than just evaluation of the ferrofluid itself,45,Application - Application and/or implementation of Flow
10.1016/j.trac.2024.118126,2025,"Deep eutectic solvent-based ferrofluids: Synthesis strategies, characteristics, and applications for trace analytes extraction",50,Review,14.5,Material - Synthesis,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering"
10.1088/1748-3190/ad8d28,2025,Bioinspired cooperation in a heterogeneous robot swarm using ferrofluid artificial pheromones for uncontrolled environments,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",31,Experimentation - Other than just evaluation of the ferrofluid itself,33,Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids
10.1111/nyas.15261,2025,Morphologic transformation of ferrofluid during micropump driving under field control,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",31,Experimentation - Other than just evaluation of the ferrofluid itself,45,Application - Application and/or implementation of Flow
10.1016/j.jmmm.2024.171923,2024,Particle correlations in concentrated aqueous ferrofluids upon dilution by small-angle X-ray scattering,31,Experimentation - Other than just evaluation of the ferrofluid itself,10.5,"Material - Rheology, Viscosity",15.5,Material - Aqueous
10.1016/j.jtice.2024.105568,2024,Experimental investigation of the hydro-thermal efficiency of the non-Newtonian ferrofluid in the annulus heat tube under the influence of the non-uniform magnetic fields,46,Application - Application and/or implementation of Heat transfer,31,Experimentation - Other than just evaluation of the ferrofluid itself,45,Application - Application and/or implementation of Flow
10.1016/j.ijheatfluidflow.2024.109433,2024,Combined convection of ferrofluids in a partitioned triangular cavity equipped with two permanent magnets,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,26.0,Computation - Porous media
10.1016/j.icheatmasstransfer.2024.107578,2024,Regression modeling and multi-objective optimization of rheological behavior of non-Newtonian hybrid antifreeze: Using different neural networks and evolutionary algorithms,28,Computation  - Stability of the material and other,10.5,"Material - Rheology, Viscosity",21,Computation - Simulation
10.1002/adhm.202302395,2024,Biocompatible Ferrofluid-Based Millirobot for Tumor Photothermal Therapy in Near-Infrared-II Window,40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)",49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",14.5,Material - Synthesis
10.1108/HFF-01-2024-0030,2024,Unsteady slip flow of special second-grade fluid induced by Fe3O4 particles past a movable sheet with magnetic and nonlinear heat source/sink,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1016/j.csite.2024.104952,2024,"Exploring double-diffusive convection in ferromagnetic Carreau nanofluid with magnetic dipole: Insights for solar thermal systems over plate, wedge, and stagnation",28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.30492/ijcce.2024.2020195.6390,2024,Effects of Secondary Inlet on Heat Transfer of the Nanofluid Flow Along the Curved Elbow: Computational Study,22,"Computation - Computational Fluid Dynamics, CFD",46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1007/s12596-023-01274-y,2024,Effect of thermal fluctuations on magneto-optic rotation in CuZnFe 2O 4 ferrofluids,31,Experimentation - Other than just evaluation of the ferrofluid itself,24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc.",10.5,"Material - Rheology, Viscosity"
10.1016/j.jiec.2023.10.026,2024,Removal of polymethyl methacrylate nanoplastics and silver nanoparticles by a novel ferrofluid-COF-aminated natural cotton-based hydrogel nanosorbent,49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering",14.5,Material - Synthesis,31,Experimentation - Other than just evaluation of the ferrofluid itself
10.1016/j.csite.2024.104470,2024,Numerical investigation of heat transfer enhancement in magnetohydrodynamics ternary ferrofluids on nonlinear stretching sheet,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1007/s11182-024-03362-3,2024,Electromagnetic spectra of magnetite and MWCNT ferrofluids,31,Experimentation - Other than just evaluation of the ferrofluid itself,33,Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids,14.5,Material - Synthesis
10.1039/d4tc02684e,2024,Hard magnetic colloidal nanoplates with tunable size for magneto-optical applications,14.5,Material - Synthesis,24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc.",49,"Application - Digital Micro Fluids, Damping, Physics, Environmental Engineering"
10.1088/1742-6596/2748/1/012018,2024,Effect of synchronized and unsynchronized boundary temperature modulation on the regulation of heat transfer in a ferrofluid with Fe3O4nanoparticles,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.14744/thermal.0000850,2024,Investigation of thermomagnetic gravitational convection and energy distribution in a vertical layer of ferrofluid,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,45,Application - Application and/or implementation of Flow
10.1016/j.jmmm.2023.171628,2024,Comparison of physical properties of ferrofluids based on mineral transformer oil and bio-degradable gas-to-liquid oil,31,Experimentation - Other than just evaluation of the ferrofluid itself,44,"Application - Geology, Oil-field recovery",13.0,Material - General
10.1007/s11051-024-06050-y,2024,The study of magnetoviscous effect of the ferrofluids considering magnetic dipole interactions,28,Computation  - Stability of the material and other,10.5,"Material - Rheology, Viscosity",24,"Modelling - Magneto-optical, Dipole, Strain energy, Susceptibility etc."
10.1134/S0020441224701574,2024,Measuring Magnetization Curves of Ferrofluids: Comparison of the Differential Sweep Method and a Vibrating-Sample Magnetometer,31,Experimentation - Other than just evaluation of the ferrofluid itself,33,Instrumentation - Instruments using ferrofluids and/or to evaluate ferrofluids,13.0,Material - General
10.1016/j.icheatmasstransfer.2024.107831,2024,Effect of anisotropic porous structure on mixed permanent magnetic-convection heat transfer under permanent twin magnets,28,Computation  - Stability of the material and other,46,Application - Application and/or implementation of Heat transfer,26.0,Computation - Porous media
10.1007/s00339-024-07452-4,2024,Evaluating PVP coated iron oxide particles for localized magnetic hyperthermia and MRI imaging,40,"Application - Medical (Hyperthermia, Cancer treatment, Drug delivery, etc.)",14.5,Material - Synthesis,31,Experimentation - Other than just evaluation of the ferrofluid itself"
10.47176/ijpr.24.3.11791,2024,Influence of dysprosium cation on structural and magnetic properties of thin films nickel-cobalt ferrite: using spray pyrolysis method,12,Material - Formulation,13,Material - Properties,14,Material - Evaluation / Characterization,"Describes preparation using ""spray pyrolysis"" (Formulation) and examination of ""structural and magnetic properties""."
